gesture,confidence,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62
fingerSymbols,0.9108609557151794,0.0,0.0,8.192444e-07,-0.20362431,-0.11228148,-0.015509415,-0.3207535,-0.23892094,-0.0465577,-0.38398677,-0.36932522,-0.07494394,-0.44487688,-0.4790414,-0.103860244,-0.13805331,-0.43409604,-0.09071549,-0.1623636,-0.67460215,-0.13681245,-0.16336834,-0.8053443,-0.16125576,-0.15191141,-0.9147086,-0.17518637,0.016671272,-0.44535208,-0.10650169,-0.02115285,-0.71225125,-0.16104317,-0.028867941,-0.8730569,-0.19252211,-0.02414643,-0.9997084,-0.21146564,0.16467057,-0.41435462,-0.117245816,0.23915367,-0.64985347,-0.16657494,0.30649906,-0.79111797,-0.18810579,0.35836902,-0.8904828,-0.1972572,0.29215804,-0.36075404,-0.12505509,0.3579064,-0.53698343,-0.15929246,0.39058968,-0.63514113,-0.16255948,0.41491893,-0.71991247,-0.15974136
fingerSymbols,0.9945581555366516,0.0,0.0,-4.709253e-07,-0.16206354,-0.15832317,0.05599801,-0.18850794,-0.3350872,0.07277106,-0.120720945,-0.4755028,0.08252249,-0.0092426725,-0.5450496,0.08897598,-0.20645937,-0.43463418,-0.026875237,-0.22038004,-0.68986833,-0.057317477,-0.24036643,-0.8498459,-0.06629251,-0.24895416,-0.9685152,-0.070670694,-0.03716464,-0.43867615,-0.055733882,0.007353524,-0.6578435,-0.07730615,0.013378984,-0.5936747,-0.045906395,0.009260956,-0.52447224,-0.01575203,0.12861034,-0.41150197,-0.077955805,0.1455396,-0.6146964,-0.094685696,0.13261156,-0.56987566,-0.04931431,0.12166359,-0.5098117,-0.011248487,0.27113676,-0.3730386,-0.094234705,0.33657354,-0.59355664,-0.12318313,0.36822546,-0.70337874,-0.11583918,0.38806075,-0.78875077,-0.10173273
fingerSymbols,0.9765644073486328,0.0,0.0,-5.670094e-07,-0.20810308,-0.14076595,0.024815446,-0.32050133,-0.3096628,0.02031647,-0.4123493,-0.4429611,0.014737669,-0.51868695,-0.5154416,0.0062539782,-0.15673815,-0.45600316,-0.06681177,-0.1415255,-0.7170193,-0.108620346,-0.13376708,-0.87361354,-0.12587507,-0.117230736,-0.99310476,-0.13444439,0.004380658,-0.45101374,-0.0816755,0.08541297,-0.644513,-0.11201181,0.08203915,-0.5637662,-0.084026165,0.058026522,-0.4779973,-0.057018057,0.16276225,-0.4091079,-0.09107071,0.21675526,-0.58814603,-0.11623675,0.2168679,-0.52101487,-0.074405394,0.20194982,-0.4532629,-0.038851187,0.3092185,-0.35409477,-0.09550426,0.37587026,-0.5626311,-0.12467317,0.4165592,-0.66025615,-0.11203237,0.44257563,-0.7481681,-0.095520385
fingerSymbols,0.9701163172721863,0.0,0.0,-8.9978045e-07,-0.25941786,-0.18109818,-0.014534606,-0.42375517,-0.37413016,-0.05053512,-0.53703564,-0.5542629,-0.084355734,-0.6766751,-0.66521794,-0.10915823,-0.10662541,-0.55160624,-0.0663466,0.03151703,-0.69455457,-0.081074975,0.011547051,-0.60611856,-0.07527215,-0.028767081,-0.51695776,-0.0673929,0.11054372,-0.51185524,-0.07389789,0.19590937,-0.66547537,-0.077617675,0.16571249,-0.59422815,-0.06451152,0.13514552,-0.51240355,-0.060265865,0.288341,-0.45440823,-0.07743159,0.34152886,-0.6155149,-0.07709203,0.3176727,-0.55986714,-0.050788682,0.2867217,-0.48258612,-0.03768789,0.43434072,-0.39389643,-0.080569126,0.51611954,-0.60418236,-0.0766189,0.5618218,-0.71317863,-0.056514915,0.5954062,-0.8034249,-0.043196328
fingerSymbols,0.9874783754348755,0.0,0.0,-1.2642813e-06,0.009199814,-0.20646259,-0.11631265,0.14302011,-0.4268143,-0.15468676,0.26530027,-0.63286006,-0.1667168,0.34478515,-0.7756763,-0.16864556,0.6601336,-0.24026,-0.11607865,0.66466355,-0.5703243,-0.16547756,0.55118215,-0.74041027,-0.20575763,0.44355395,-0.8591501,-0.228135,0.72819227,-0.27049875,-0.0628943,0.77566606,-0.5999458,-0.11156495,0.65430695,-0.75622904,-0.14565691,0.5063905,-0.85924596,-0.16391812,0.7257502,-0.30676162,-0.016435167,0.71960014,-0.5965872,-0.059417993,0.6064503,-0.7279699,-0.08488932,0.48371693,-0.8248523,-0.09467147,0.6787766,-0.33922592,0.02211203,0.66479474,-0.55664456,-0.016450616,0.57558763,-0.6764141,-0.036123887,0.48340672,-0.77344525,-0.04256951
fingerSymbols,0.9753504991531372,0.0,0.0,-1.4944355e-07,0.15179986,-0.22549143,-0.1453464,0.31529784,-0.4587448,-0.16031113,0.36635426,-0.6961432,-0.14350839,0.43604296,-0.8875384,-0.114814274,0.708262,-0.38901,0.0027999508,0.6113202,-0.70244646,0.00817319,0.5034624,-0.8484281,-0.008786585,0.41775355,-0.90856034,-0.015859552,0.566839,-0.38625973,0.09590767,0.4964927,-0.65260655,0.08242782,0.34573346,-0.68995357,0.0263786,0.22183204,-0.6524029,0.00012920242,0.42678633,-0.3977284,0.17499565,0.36888835,-0.6239675,0.15410703,0.24818009,-0.6606148,0.09618555,0.18190579,-0.64060885,0.07256398,0.3116126,-0.43136626,0.24545604,0.2565285,-0.5945123,0.22688709,0.18370007,-0.62411255,0.19463134,0.16776864,-0.61408263,0.1837034
fingerSymbols,0.9983935952186584,0.0,0.0,1.2074963e-06,-0.12066526,-0.09635281,-0.06643094,-0.15081583,-0.21698713,-0.11382159,-0.016120115,-0.29269496,-0.16298382,0.12322865,-0.3489171,-0.20687257,-0.060278647,-0.49333438,-0.06476001,-0.10826379,-0.68929625,-0.12550963,-0.13428247,-0.8126155,-0.16815928,-0.15370879,-0.91768724,-0.19780125,0.10549141,-0.4803095,-0.07827453,0.19821902,-0.6930118,-0.13781615,0.25641993,-0.82976615,-0.17665027,0.30797786,-0.9513936,-0.19887179,0.22378092,-0.39891258,-0.10025312,0.3030917,-0.5237993,-0.1759404,0.21321465,-0.4037162,-0.17744675,0.1482135,-0.30887726,-0.15877424,0.31175178,-0.2763649,-0.12875186,0.36737525,-0.35466275,-0.1886237,0.28237993,-0.29606843,-0.18181723,0.20907196,-0.23956707,-0.16279998
fingerSymbols,0.9973760843276978,0.0,0.0,7.0007695e-07,-0.11552901,-0.08885258,-0.070544705,-0.14881402,-0.20940706,-0.1060515,0.0034419412,-0.29454356,-0.13390139,0.15752259,-0.36225247,-0.16114613,-0.10986436,-0.50369036,-0.05971116,-0.15864488,-0.7129935,-0.10125821,-0.17039166,-0.84455156,-0.13705519,-0.17702596,-0.9570628,-0.16635244,0.055854023,-0.507745,-0.06523168,0.08994744,-0.73254126,-0.09395602,0.13611439,-0.8744129,-0.12594916,0.16570717,-0.98617494,-0.15033814,0.18837953,-0.4407934,-0.0802969,0.2802466,-0.62119687,-0.12525669,0.33436358,-0.7572168,-0.17195545,0.36960003,-0.87850374,-0.20736676,0.30118805,-0.31854868,-0.10021515,0.34380928,-0.39359102,-0.15367204,0.26767808,-0.3843933,-0.17160568,0.17584188,-0.36277297,-0.18278205
fingerSymbols,0.9624916315078735,0.0,0.0,9.77853e-07,-0.1884444,-0.11533987,-0.10137207,-0.30576637,-0.26337993,-0.16383687,-0.38106075,-0.408199,-0.21522962,-0.46760944,-0.5345897,-0.26390252,-0.055144798,-0.4997462,-0.104611106,-0.044866882,-0.68415034,-0.17420809,-0.018446498,-0.7888454,-0.23454307,0.0106612295,-0.8973987,-0.28164566,0.110056296,-0.50865126,-0.10163723,0.11872668,-0.7160127,-0.16754566,0.12992577,-0.8439263,-0.22212015,0.13593994,-0.9629795,-0.26478642,0.24753745,-0.4555456,-0.10892882,0.3765872,-0.621164,-0.1803815,0.4779461,-0.73437816,-0.22111017,0.5492854,-0.8356348,-0.24865122,0.35627675,-0.36321464,-0.12401451,0.46310836,-0.48592436,-0.18513796,0.5158093,-0.56285155,-0.20679452,0.5509981,-0.6394965,-0.22133544
fingerSymbols,0.9558392763137817,0.0,0.0,1.4640915e-06,0.0022175012,-0.13371682,-0.06629497,0.10556547,-0.25763002,-0.10337577,0.20605338,-0.35932985,-0.13690652,0.2534178,-0.46047553,-0.16810827,0.4126036,-0.21238714,-0.070791185,0.6195254,-0.23619989,-0.12744096,0.75161904,-0.25396994,-0.16204731,0.8687747,-0.2684907,-0.18095069,0.45029074,-0.13060442,-0.07482919,0.6884448,-0.1580076,-0.1368586,0.8461337,-0.17606214,-0.17011613,0.9822583,-0.18753298,-0.18334569,0.43261525,-0.044803508,-0.08522486,0.5228251,0.008948785,-0.16716456,0.37328798,0.021259047,-0.17309402,0.25219354,0.021230001,-0.15272647,0.37659305,0.03762359,-0.10010022,0.41128185,0.076493636,-0.16370097,0.3006747,0.07547347,-0.1596159,0.20620994,0.06236865,-0.13983543
fingerSymbols,0.9741602540016174,0.0,0.0,3.098042e-07,-0.17224288,-0.14107682,-0.0725683,-0.32711262,-0.28923124,-0.12851843,-0.5160272,-0.3954291,-0.18379419,-0.69321424,-0.4450229,-0.23842783,-0.06553491,-0.5421721,-0.080037534,-0.022234447,-0.75175816,-0.15233858,0.0019536517,-0.8798239,-0.19865228,0.028466891,-0.9995948,-0.2326985,0.102729514,-0.49648803,-0.0924658,0.17560673,-0.6628926,-0.21050604,0.1181969,-0.50525886,-0.24292353,0.06859224,-0.3845068,-0.23641278,0.24686946,-0.4008998,-0.11228411,0.33555475,-0.4856625,-0.2263957,0.20965344,-0.3337381,-0.2147363,0.09663135,-0.23564953,-0.17480129,0.34800673,-0.28281417,-0.13711359,0.42458007,-0.3402291,-0.20563431,0.2984548,-0.25259918,-0.1866524,0.18257868,-0.19434409,-0.1550813
fingerSymbols,0.9940781593322754,0.0,0.0,-3.934576e-07,-0.17452477,-0.12429657,-0.0508926,-0.26670396,-0.2602755,-0.09289871,-0.20437005,-0.4045859,-0.13532296,-0.062224325,-0.50381273,-0.17196517,-0.29781124,-0.4940299,-0.039653823,-0.3473826,-0.6998985,-0.099925786,-0.35445225,-0.82458544,-0.1534799,-0.3722015,-0.9281519,-0.19740121,-0.13296774,-0.5107468,-0.0446568,-0.16165625,-0.70135176,-0.112585485,-0.11540984,-0.57954365,-0.14051835,-0.11762104,-0.5143089,-0.15304407,0.02807639,-0.49597472,-0.056844063,0.04207464,-0.6633646,-0.115502946,0.04204278,-0.5594838,-0.0961142,0.017505145,-0.46278235,-0.07305692,0.19142959,-0.45046848,-0.07632555,0.2511823,-0.61106145,-0.12178267,0.29879338,-0.7019654,-0.124375895,0.32214576,-0.78403515,-0.12155053
fingerSymbols,0.9830513596534729,0.0,0.0,7.988792e-08,-0.2607153,-0.13363582,-0.060471166,-0.40226677,-0.28771636,-0.106818646,-0.5479044,-0.43871444,-0.15424371,-0.67851615,-0.5300534,-0.19911562,-0.23180038,-0.52924174,-0.04006168,-0.24208324,-0.73473644,-0.10045612,-0.23043084,-0.8750118,-0.14438546,-0.21946026,-0.9756214,-0.17735577,-0.0744763,-0.53809196,-0.03873924,-0.05590589,-0.7080726,-0.12170648,-0.041443475,-0.53870106,-0.13585643,-0.07629134,-0.45075515,-0.12670088,0.085486464,-0.50976336,-0.046361838,0.12553255,-0.6581638,-0.12292684,0.105815604,-0.51920336,-0.09075744,0.052491687,-0.4106749,-0.0481614,0.23592868,-0.44508636,-0.061137408,0.31357434,-0.59848195,-0.12201992,0.35785097,-0.6817995,-0.12099736,0.381402,-0.77276754,-0.10749472
fingerSymbols,0.990233302116394,0.0,0.0,-1.2436678e-06,-0.27509442,-0.1193121,-0.0512658,-0.4628357,-0.33162582,-0.08247955,-0.59233123,-0.51065326,-0.116236486,-0.73624426,-0.61695,-0.1380621,-0.2045932,-0.57217896,-0.024676334,-0.19763045,-0.7615888,-0.09554174,-0.19340952,-0.5952331,-0.13379645,-0.20366131,-0.46228892,-0.14659108,-0.0010931517,-0.5827235,-0.026113344,0.024619505,-0.7706657,-0.11617379,-0.011198579,-0.572612,-0.14828682,-0.049491804,-0.4348713,-0.14788778,0.18832257,-0.56256324,-0.03782133,0.2561489,-0.7713241,-0.114481114,0.20021233,-0.62559664,-0.11197509,0.14706752,-0.50094956,-0.08656188,0.34671944,-0.5188332,-0.053348605,0.42813703,-0.7045774,-0.09189494,0.44881943,-0.79956406,-0.09353973,0.4600015,-0.8879182,-0.083120994
fingerSymbols,0.9752269387245178,0.0,0.0,-8.243697e-07,0.11186311,-0.18478283,0.0030074702,0.3836737,-0.32900882,0.0058922847,0.53970295,-0.4388645,-0.0016704856,0.6526942,-0.55819505,-0.009887799,0.61326605,-0.2325331,0.04200624,0.77260506,-0.36784223,-0.0029745942,0.7777264,-0.5119848,-0.04702802,0.70892924,-0.6357265,-0.07351718,0.6585413,-0.18016085,0.012605506,0.81367016,-0.34654582,-0.031021193,0.8094615,-0.5032108,-0.077622935,0.75230336,-0.6488087,-0.10490369,0.66587186,-0.112990744,-0.024031507,0.837652,-0.30903283,-0.06915797,0.8342994,-0.46848932,-0.10208866,0.78871495,-0.6147591,-0.117576115,0.6263065,-0.04418621,-0.060948417,0.6936427,-0.2623682,-0.10392165,0.7007404,-0.41341135,-0.12486362,0.6912212,-0.54371804,-0.13293459
fingerSymbols,0.98859041929245,0.0,0.0,-1.7161318e-07,-0.06650009,-0.23944736,-0.040883083,0.049716644,-0.48316595,-0.05586134,0.25161105,-0.6612816,-0.0766571,0.42686278,-0.7775382,-0.09152152,0.23024398,-0.6160144,0.0339701,0.3861924,-0.7711684,-0.026824133,0.4982863,-0.83969855,-0.06953318,0.54603916,-0.8377597,-0.0905404,0.35239917,-0.5051644,0.021789273,0.5131308,-0.67525494,-0.0640832,0.43620625,-0.5789986,-0.09986327,0.35855258,-0.46781966,-0.09836008,0.44280443,-0.37274298,-0.0029310018,0.6113659,-0.49553424,-0.09217631,0.43773997,-0.39898244,-0.08544319,0.3043296,-0.31762156,-0.05163802,0.5143686,-0.21840784,-0.031637304,0.6054016,-0.3047257,-0.09226138,0.46356124,-0.2571922,-0.082655184,0.34488824,-0.2115903,-0.056349903
fingerSymbols,0.8937497735023499,0.0,0.0,1.6701987e-06,-0.1570697,0.18480827,-0.023388145,-0.118786536,0.34398374,-0.03537449,0.018215781,0.44202915,-0.04272502,0.1303281,0.48825097,-0.049637645,0.023283418,0.48528728,-0.06263335,0.0131759485,0.6965727,-0.10377731,0.016874036,0.82464284,-0.13200262,0.02304426,0.91997194,-0.14355676,0.19940574,0.45663407,-0.06014674,0.2763999,0.6788145,-0.09088241,0.33087063,0.8274187,-0.103846006,0.3771207,0.9261641,-0.10699192,0.33227643,0.38826993,-0.055351097,0.343411,0.5296366,-0.08016059,0.25958425,0.51408577,-0.07110491,0.19564079,0.45674205,-0.05086581,0.408579,0.30575815,-0.05175577,0.39915422,0.41759855,-0.057483163,0.32586175,0.4122582,-0.027660076,0.26943004,0.36778226,0.0059002847
fingerSymbols,0.8156088590621948,0.0,0.0,1.7946785e-06,-0.14430991,0.17220752,-0.025281124,-0.106042154,0.3349148,-0.044652555,0.012575707,0.44302592,-0.05345056,0.13462079,0.51418376,-0.06590527,0.011795248,0.46733573,-0.101629965,0.03938563,0.6889428,-0.1399399,0.054270897,0.8206761,-0.15703146,0.07311775,0.9221801,-0.16446944,0.18335225,0.43535686,-0.10475443,0.2548052,0.67485416,-0.15531111,0.30515054,0.824585,-0.17792557,0.35133594,0.93624943,-0.18433668,0.3250175,0.3692702,-0.102590784,0.42959836,0.57683504,-0.1535653,0.49908167,0.7193167,-0.18924731,0.5516231,0.82274085,-0.2069504,0.4189772,0.28480512,-0.09621684,0.4125736,0.4308034,-0.12989531,0.34160933,0.46537238,-0.13018535,0.27505487,0.46804628,-0.12323732
fingerSymbols,0.6094522476196289,0.0,0.0,1.7712422e-06,0.11065956,-0.16093725,-0.06281007,0.0875646,-0.32253054,-0.112814784,-0.011149138,-0.42780903,-0.16126756,-0.10547395,-0.47706082,-0.20824216,0.054833736,-0.4779249,-0.10791454,0.11795426,-0.6928156,-0.18560953,0.16153306,-0.8208184,-0.23587632,0.19279714,-0.92843616,-0.26111463,-0.10419127,-0.45411685,-0.11009252,-0.18367925,-0.6938956,-0.18956256,-0.22616853,-0.8471998,-0.2260689,-0.27122217,-0.9625168,-0.24048105,-0.25108168,-0.39197242,-0.11504882,-0.26535574,-0.5170255,-0.19722717,-0.18089081,-0.43855038,-0.19177428,-0.13461109,-0.3515775,-0.16160327,-0.36695293,-0.31287652,-0.12477327,-0.3250235,-0.42324445,-0.17071812,-0.24852096,-0.3700396,-0.1462564,-0.21196781,-0.30018055,-0.11155547
fingerSymbols,0.7419690489768982,0.0,0.0,9.3090614e-07,-0.11241725,-0.12059886,0.005618279,-0.18528491,-0.27146432,-0.0076665096,-0.18716276,-0.38853297,-0.021419207,-0.14492585,-0.4712366,-0.036700793,-0.18026139,-0.3971063,-0.06893083,-0.21976303,-0.6262947,-0.09818231,-0.25305343,-0.74380815,-0.10842223,-0.27991402,-0.84187293,-0.11454487,-0.15142179,-0.42835516,-0.08764066,-0.17673652,-0.68864876,-0.13662596,-0.20610847,-0.85076797,-0.16849433,-0.22785534,-0.973695,-0.18719877,-0.10001276,-0.42951098,-0.09876349,-0.13495308,-0.6548094,-0.14321797,-0.1740183,-0.8086436,-0.18298975,-0.20308056,-0.9187738,-0.20691589,-0.03178155,-0.41365987,-0.10454122,0.04198071,-0.5951005,-0.1327476,0.09039803,-0.70050126,-0.15002821,0.13154082,-0.78491956,-0.16120638
fingerSymbols,0.9920096397399902,0.0,0.0,4.7081932e-07,0.19746351,-0.16702302,-0.0020211234,0.28762147,-0.33957562,-0.025899827,0.43261486,-0.45586762,-0.054110955,0.605869,-0.47939983,-0.08801298,0.041819796,-0.5378727,-0.067877606,-0.028067943,-0.7537482,-0.09894791,-0.07491371,-0.8908586,-0.119745314,-0.1133238,-0.9935581,-0.13567784,-0.14421877,-0.4970504,-0.07960184,-0.13537806,-0.61877,-0.10075688,-0.065985605,-0.5510886,-0.085852645,-0.018178316,-0.46534437,-0.075581536,-0.29340428,-0.40964663,-0.08749684,-0.23548825,-0.4856842,-0.10194897,-0.17792286,-0.42703405,-0.073375404,-0.14779402,-0.34910142,-0.055373408,-0.41456926,-0.31391764,-0.09594409,-0.3488445,-0.37751245,-0.09889594,-0.2859325,-0.3352141,-0.072202966,-0.25406796,-0.28342175,-0.0519187
fingerSymbols,0.965487003326416,0.0,0.0,1.182752e-06,0.012316743,-0.1787673,-0.108917035,-0.093297884,-0.30886492,-0.1549923,-0.22239989,-0.40688533,-0.1815318,-0.27990428,-0.49793538,-0.20221248,-0.35314924,-0.26000386,-0.1278497,-0.5990563,-0.30722293,-0.15888588,-0.7476732,-0.30918577,-0.17867114,-0.8715477,-0.303492,-0.19007862,-0.4083446,-0.16122489,-0.083486766,-0.6573433,-0.20940995,-0.11459748,-0.833625,-0.2420581,-0.1351591,-0.96593356,-0.25878996,-0.14754577,-0.4086678,-0.07618573,-0.042175118,-0.5481102,-0.16058838,-0.07974584,-0.46654135,-0.18495414,-0.09148912,-0.381678,-0.17989509,-0.08609936,-0.39636075,-0.015740437,-0.008592782,-0.4862862,-0.10897412,-0.035741434,-0.4318057,-0.13054733,-0.039027225,-0.3617121,-0.1362022,-0.03214579
fingerSymbols,0.958569347858429,0.0,0.0,1.4684716e-06,0.16238782,-0.15047334,-0.010092847,0.23059638,-0.31114423,-0.037150685,0.33955395,-0.44087014,-0.06440126,0.48670354,-0.5100436,-0.09448206,0.05878896,-0.48432493,-0.0758497,0.052242182,-0.6971534,-0.11149462,0.031150527,-0.8222461,-0.12866004,0.0102610085,-0.9271846,-0.1430786,-0.09537573,-0.4773063,-0.09774616,-0.09840885,-0.7155771,-0.14988348,-0.10182071,-0.87387604,-0.18137486,-0.11212147,-0.9936945,-0.20128544,-0.2324087,-0.41813695,-0.11494952,-0.36243644,-0.6181367,-0.16500637,-0.4482238,-0.74955934,-0.19774051,-0.50794274,-0.8454968,-0.2174448,-0.33799997,-0.3273236,-0.1290604,-0.4409691,-0.48803496,-0.17320725,-0.49075294,-0.58533376,-0.19517007,-0.5247769,-0.6739082,-0.20815444
fingerSymbols,0.9695191979408264,0.0,0.0,-3.1550096e-07,0.24740359,-0.13726726,-0.01036049,0.36024633,-0.31247526,-0.021217067,0.31344572,-0.46238843,-0.030414633,0.21135865,-0.56032497,-0.042105883,0.20042686,-0.5126361,-0.049473614,0.2177647,-0.7356824,-0.061740603,0.2164945,-0.8727996,-0.067529514,0.20018555,-0.97975796,-0.07426673,0.034214556,-0.5089019,-0.052524652,0.07167676,-0.615273,-0.063339144,0.09044905,-0.5463022,-0.05826332,0.089647345,-0.4792717,-0.057954732,-0.11264931,-0.46519962,-0.05233438,-0.07353683,-0.57972723,-0.06769757,-0.0449213,-0.52203417,-0.0517086,-0.04044163,-0.46303335,-0.04374412,-0.2435274,-0.4111408,-0.051386997,-0.2783705,-0.59698,-0.06649268,-0.27682263,-0.69349015,-0.0614331,-0.27803475,-0.7735021,-0.05843996
fingerSymbols,0.9445966482162476,0.0,0.0,1.0041378e-07,0.2543906,-0.13490987,-0.033460688,0.41781187,-0.28676203,-0.06574445,0.56969875,-0.41003934,-0.097978294,0.7310265,-0.4822555,-0.13189352,0.17915182,-0.54009664,-0.04939903,0.17543456,-0.7493116,-0.06504944,0.16079074,-0.886611,-0.07476936,0.14102656,-0.9900058,-0.08422848,0.0031021351,-0.538762,-0.05297702,0.060317036,-0.6465813,-0.07931696,0.09303526,-0.57346857,-0.084545806,0.09813696,-0.49623454,-0.0856782,-0.1471332,-0.4955517,-0.057167288,-0.07569146,-0.6088531,-0.0889001,-0.044845436,-0.5471028,-0.079466864,-0.041009404,-0.4814337,-0.06906554,-0.27514035,-0.4383933,-0.063513644,-0.3195428,-0.61629134,-0.084042765,-0.31574613,-0.71983474,-0.07975036,-0.30459052,-0.8014866,-0.07433359
fingerSymbols,0.9929700493812561,0.0,0.0,-6.496821e-07,0.26395047,-0.16784398,-0.018245092,0.43881023,-0.34418568,-0.056594223,0.5939419,-0.5108326,-0.091186546,0.77831864,-0.58727646,-0.12087739,0.17875133,-0.5644448,-0.08208669,0.18706918,-0.70698595,-0.10813489,0.2110802,-0.60603917,-0.122628264,0.20481871,-0.5166018,-0.12985092,-0.041268975,-0.5573728,-0.08660132,-0.0052590966,-0.685085,-0.09062226,0.024388876,-0.5992812,-0.08470899,0.013785298,-0.52515304,-0.09019144,-0.2307456,-0.5131231,-0.087855965,-0.18502703,-0.6571144,-0.0930744,-0.14967735,-0.5912436,-0.082036674,-0.14766626,-0.50797474,-0.08151219,-0.3749943,-0.46002385,-0.088845596,-0.43021354,-0.66942453,-0.09247174,-0.44246352,-0.7945445,-0.08807635,-0.45792142,-0.8889927,-0.088387996
fingerSymbols,0.9945436716079712,0.0,0.0,1.688783e-06,-0.16937381,-0.01839369,-0.17080475,-0.40993574,-0.13515441,-0.23205793,-0.6061959,-0.34056935,-0.25733283,-0.7091685,-0.53798467,-0.26654303,-0.8142966,-0.059325527,-0.12766509,-0.8819672,-0.27677587,-0.19804253,-0.84702784,-0.4657398,-0.25681108,-0.78852075,-0.6150081,-0.29543367,-0.79337436,-0.18856472,-0.05391617,-0.86587834,-0.38565943,-0.123314984,-0.80693763,-0.52268296,-0.17204086,-0.7546141,-0.6218082,-0.20112456,-0.71188676,-0.30798995,0.0035305293,-0.8011507,-0.4775496,-0.067746386,-0.75551975,-0.573924,-0.096930146,-0.70755476,-0.63242817,-0.106381424,-0.6071673,-0.39375454,0.04786785,-0.6781823,-0.53450096,-0.008737092,-0.68224597,-0.6239647,-0.034496788,-0.6886798,-0.68593854,-0.043524865
fingerSymbols,0.979026734828949,0.0,0.0,1.1643419e-06,-0.19623935,0.01468988,-0.14193575,-0.4516336,-0.15007351,-0.18000022,-0.6147693,-0.3743779,-0.1829679,-0.6874055,-0.54835075,-0.17543726,-0.63801616,-0.091441736,-0.12979008,-0.81607753,-0.13228379,-0.18359233,-0.88545614,-0.21398717,-0.2267826,-0.9035686,-0.2925469,-0.25286,-0.5747884,-0.19952002,-0.062084556,-0.7525001,-0.3293358,-0.10853285,-0.81246585,-0.44570106,-0.15074505,-0.83573747,-0.54912907,-0.18293257,-0.49064922,-0.28532103,-0.005076251,-0.6269237,-0.4107267,-0.061657727,-0.6752315,-0.48004037,-0.10912081,-0.6852571,-0.51494455,-0.13716578,-0.40496314,-0.34199616,0.04426027,-0.5111887,-0.4646923,-0.0031468335,-0.53632975,-0.524437,-0.03682452,-0.54701716,-0.5644705,-0.057365846
fingerSymbols,0.5252377986907959,0.0,0.0,-1.8838301e-07,-0.2860759,0.060245793,-0.016813813,-0.5505637,0.19299504,-0.02838258,-0.757098,0.29674643,-0.038115233,-0.92284673,0.38516748,-0.048956916,-0.38863134,0.36802942,-0.030661767,-0.43100324,0.28703302,-0.055288248,-0.39369965,0.16936757,-0.0747708,-0.34474978,0.10826574,-0.08686271,-0.2101271,0.3250111,-0.03292951,-0.2902413,0.21929559,-0.049339283,-0.24551025,0.1206436,-0.059803944,-0.18317042,0.08267893,-0.06944641,-0.03115356,0.25207496,-0.036784336,-0.09070188,0.1653621,-0.05462511,-0.060442347,0.09500694,-0.055653583,-0.010814626,0.07223797,-0.056610964,0.13763054,0.1814285,-0.04164963,0.12643448,0.11967126,-0.055546224,0.16232686,0.06880113,-0.053193662,0.21191393,0.05845314,-0.050578088
fingerSymbols,0.972108781337738,0.0,0.0,6.904594e-07,0.15746708,0.030694654,-0.09568776,0.25574335,0.13485527,-0.13788405,0.16885458,0.27064463,-0.16779605,0.05094811,0.37744394,-0.19408056,0.37269893,0.4639689,-0.05367373,0.4387767,0.6543455,-0.08439645,0.46198276,0.7709099,-0.11738104,0.4770614,0.8683839,-0.1474221,0.23261498,0.5036582,-0.04516023,0.26891297,0.71184504,-0.06443411,0.27230632,0.8494058,-0.09814579,0.27646226,0.96102476,-0.12650597,0.09658603,0.47780332,-0.049030185,0.06694289,0.6725967,-0.092486784,0.04739434,0.8061925,-0.14719835,0.046978977,0.92369723,-0.190584,-0.037901204,0.4004579,-0.059764918,-0.06428713,0.46745914,-0.12347519,-0.05251109,0.44241306,-0.15338962,-0.027644524,0.40530115,-0.17187852
multiFingerBend,0.9804280400276184,0.0,0.0,2.3190147e-07,-0.24198297,-0.1503209,-0.037563436,-0.37976444,-0.3294473,-0.066967145,-0.31638858,-0.43585694,-0.09835281,-0.17260504,-0.4157854,-0.12486997,-0.022286322,-0.67777175,-0.010713768,0.033464428,-0.89469016,-0.060618386,0.034738857,-0.9477612,-0.10819167,-0.014961553,-0.8740168,-0.13192585,0.17686348,-0.65572315,-0.018826175,0.26876473,-0.8924669,-0.05260857,0.2855703,-0.95835775,-0.0870851,0.2422266,-0.88518435,-0.10510352,0.3490644,-0.5780901,-0.036056723,0.45406058,-0.7891871,-0.06247664,0.46395236,-0.84147614,-0.08185559,0.3964796,-0.7706426,-0.08867539,0.5009242,-0.46330515,-0.058886513,0.6238025,-0.6288809,-0.08084163,0.620604,-0.67986363,-0.08800267,0.54526865,-0.6490822,-0.08565442
